tx_week,asset,whale_tx_count,total_amount,total_usd_volume,avg_usd_per_tx
2022-12-26 00:00:00.000 UTC,ETH,255,409416.9327519609,490035505.596056,1921707.8650825724
2022-12-26 00:00:00.000 UTC,USDC,789,8656624009.743189,8661758739.31599,10978147.9585754
2022-12-26 00:00:00.000 UTC,USDT,303,988032775.391306,988388275.974888,3262007.5114682773
2023-01-02 00:00:00.000 UTC,ETH,3273,5887846.482467954,7346591105.702469,2244604.676352725
2023-01-02 00:00:00.000 UTC,USDC,8194,88265968470.53357,88311411371.27808,10777570.34064902
2023-01-02 00:00:00.000 UTC,USDT,4173,15228160629.65682,15234210630.901129,3650661.5458665537
2023-01-09 00:00:00.000 UTC,ETH,6852,10760918.198914522,15288952974.707632,2231312.4598230636
2023-01-09 00:00:00.000 UTC,USDC,13310,155648844687.56165,155657436446.92188,11694773.58729691
2023-01-09 00:00:00.000 UTC,USDT,6779,26624427970.805176,26626756523.450333,3927829.550590107
2023-01-16 00:00:00.000 UTC,ETH,6275,9539043.456614451,15075232815.340725,2402427.5402933424
2023-01-16 00:00:00.000 UTC,USDC,11454,114199782126.82156,114243792729.21172,9974139.403632944
2023-01-16 00:00:00.000 UTC,USDT,5804,21021511959.848904,21035939370.511677,3624386.521452736
2023-01-23 00:00:00.000 UTC,ETH,6096,9890301.091752796,15813422505.50117,2594065.371637331
2023-01-23 00:00:00.000 UTC,USDC,9055,78883484448.5114,78929743606.48962,8716702.772665888
2023-01-23 00:00:00.000 UTC,USDT,4959,18772650518.44579,18788200218.101444,3788707.444666554
2023-01-30 00:00:00.000 UTC,ETH,5501,9952347.981366958,16177604606.645678,2940847.956125373
2023-01-30 00:00:00.000 UTC,USDC,7292,61895216056.789406,61937363510.42776,8493878.704117903
2023-01-30 00:00:00.000 UTC,USDT,4375,14435715150.923723,14445587767.522903,3301848.632576664
2023-02-06 00:00:00.000 UTC,ETH,5852,9718203.830951693,15480676212.765057,2645365.0397753
2023-02-06 00:00:00.000 UTC,USDC,7824,80242561504.78099,80286402955.28644,10261554.569949698
2023-02-06 00:00:00.000 UTC,USDT,4764,18429477878.22337,18440233223.796276,3870745.848823735
2023-02-13 00:00:00.000 UTC,ETH,6043,8631719.151882976,13857617450.149714,2293168.533865582
2023-02-13 00:00:00.000 UTC,USDC,9443,77330355223.1022,77347750342.27383,8191014.544347541
2023-02-13 00:00:00.000 UTC,USDT,6248,21820076910.478947,21833448554.541027,3494469.999126285
2023-02-20 00:00:00.000 UTC,ETH,5073,8152309.497316532,13427151267.94712,2646787.161038265
2023-02-20 00:00:00.000 UTC,USDC,6909,50825241939.7925,50857060565.03274,7360987.200033686
2023-02-20 00:00:00.000 UTC,USDT,3536,11316309975.58488,11323864855.221632,3202450.468105665
2023-02-27 00:00:00.000 UTC,ETH,5000,6922776.195455911,11197536650.469604,2239507.3300939207
2023-02-27 00:00:00.000 UTC,USDC,7503,60577782421.43603,60602812837.50059,8077144.187325148
2023-02-27 00:00:00.000 UTC,USDT,4578,21528618260.22327,21540007056.088577,4705112.943662861
2023-03-06 00:00:00.000 UTC,ETH,10124,17688628.763924796,26160751776.401608,2584033.166377085
2023-03-06 00:00:00.000 UTC,USDC,18258,105333897255.85258,103467232157.0412,5666953.234584358
2023-03-06 00:00:00.000 UTC,USDT,12109,34759472683.1055,34862025390.44357,2879017.705049432
2023-03-13 00:00:00.000 UTC,ETH,11730,16802530.9508617,28655025690.886223,2442883.690612636
2023-03-13 00:00:00.000 UTC,USDC,10806,106260556220.17056,105988057819.46391,9808260.024011096
2023-03-13 00:00:00.000 UTC,USDT,9002,33837316743.96169,33922186114.58062,3768294.3917552345
2023-03-20 00:00:00.000 UTC,ETH,7927,12711244.107850855,22603550271.494656,2851463.3873463674
2023-03-20 00:00:00.000 UTC,USDC,7425,69794630193.80501,69765749289.78311,9396060.5104085
2023-03-20 00:00:00.000 UTC,USDT,6597,25521676797.17648,25573647168.8061,3876557.096984402
2023-03-27 00:00:00.000 UTC,ETH,6129,8203676.062687318,14640112143.56983,2388662.447963751
2023-03-27 00:00:00.000 UTC,USDC,5326,42044241208.76036,42061245584.76756,7897342.392934202
2023-03-27 00:00:00.000 UTC,USDT,5556,18391041647.45394,18408035472.6574,3313181.330571886
2023-04-03 00:00:00.000 UTC,ETH,6293,8363221.129675279,15569675526.59958,2474126.096710564
2023-04-03 00:00:00.000 UTC,USDC,4060,26857906326.435665,26867914559.836353,6617712.945772501
2023-04-03 00:00:00.000 UTC,USDT,4381,14249850982.721607,14263227531.48686,3255701.331085793
2023-04-10 00:00:00.000 UTC,ETH,8859,11035352.476303952,21927926064.439785,2475214.591312765
2023-04-10 00:00:00.000 UTC,USDC,5316,39018084710.7298,39022510561.71665,7340577.607546398
2023-04-10 00:00:00.000 UTC,USDT,4621,14993291905.981028,15009341966.518982,3248072.2714821426
2023-04-17 00:00:00.000 UTC,ETH,7636,10356162.10469227,20557197107.612553,2692142.10419232
2023-04-17 00:00:00.000 UTC,USDC,5123,28450599346.49577,28469743943.620026,5557240.668284213
2023-04-17 00:00:00.000 UTC,USDT,4636,16516377388.2266,16532661614.481142,3566147.889232343
2023-04-24 00:00:00.000 UTC,ETH,6656,8342765.249444906,15693605156.54136,2357813.2747207573
2023-04-24 00:00:00.000 UTC,USDC,4564,25036875657.118633,25049262923.246967,5488444.987565068
2023-04-24 00:00:00.000 UTC,USDT,4327,12344320234.572598,12353528158.729769,2854986.8635844155
2023-05-01 00:00:00.000 UTC,ETH,6521,9370475.77103308,17711027090.487297,2715998.6337198736
2023-05-01 00:00:00.000 UTC,USDC,3903,18175817719.944992,18190160112.905624,4660558.5736371055
2023-05-01 00:00:00.000 UTC,USDT,4269,12122775379.428007,12139761127.939531,2843701.365176747
2023-05-08 00:00:00.000 UTC,ETH,6779,9219038.27193689,16825009104.403463,2481930.8311555483
2023-05-08 00:00:00.000 UTC,USDC,3726,15662072154.733526,15678057756.790869,4207744.969616443
2023-05-08 00:00:00.000 UTC,USDT,4341,13154589386.341818,13175315218.628864,3035087.5877974806
2023-05-15 00:00:00.000 UTC,ETH,5983,7996758.988507034,14520676654.6711,2426989.245306886
2023-05-15 00:00:00.000 UTC,USDC,3306,20705619330.41495,20720723704.12978,6267611.525750085
2023-05-15 00:00:00.000 UTC,USDT,4047,13465195094.301497,13478767522.724195,3330557.8262229296
2023-05-22 00:00:00.000 UTC,ETH,4984,7895185.300740115,14437267717.21576,2896723.057226276
2023-05-22 00:00:00.000 UTC,USDC,3826,23361438842.045403,23384119585.749294,6111897.4348534485
2023-05-22 00:00:00.000 UTC,USDT,4430,14873834797.175234,14890548569.578646,3361297.6455030804
2023-05-29 00:00:00.000 UTC,ETH,5989,8057164.750342872,15214404020.409475,2540391.3876122017
2023-05-29 00:00:00.000 UTC,USDC,3662,21704894775.13535,21718969782.454334,5930903.818256236
2023-05-29 00:00:00.000 UTC,USDT,3744,11240453367.51798,11250516574.692589,3004945.6663174643
2023-06-05 00:00:00.000 UTC,ETH,6647,12050190.787503382,22056137422.239933,3318209.330862033
2023-06-05 00:00:00.000 UTC,USDC,5480,29094106449.58102,29118725489.910984,5313636.038304924
2023-06-05 00:00:00.000 UTC,USDT,5357,17880035724.043213,17901028940.869854,3341614.5120160263
2023-06-12 00:00:00.000 UTC,ETH,6295,10412631.358468303,17864535420.886353,2837892.838901724
2023-06-12 00:00:00.000 UTC,USDC,6657,36077041821.20481,36117351009.21198,5425469.5822760975
2023-06-12 00:00:00.000 UTC,USDT,6101,30450835447.603462,30460667207.492325,4992733.520323279
2023-06-19 00:00:00.000 UTC,ETH,7073,8326045.305486692,15330309473.52868,2167440.898279186
2023-06-19 00:00:00.000 UTC,USDC,6882,42965846600.9721,42982096804.21776,6245582.215085405
2023-06-19 00:00:00.000 UTC,USDT,5471,20363234950.414684,20372970096.048603,3723811.021028807
2023-06-26 00:00:00.000 UTC,ETH,6263,8867935.840948895,16692937352.768736,2665326.0981588275
2023-06-26 00:00:00.000 UTC,USDC,6188,34356015475.55572,34380995844.02873,5556075.60504666
2023-06-26 00:00:00.000 UTC,USDT,4588,15681385434.696564,15696360006.552883,3421176.9848633143
2023-07-03 00:00:00.000 UTC,ETH,5075,6307691.645325223,12047675134.66521,2373926.134909401
2023-07-03 00:00:00.000 UTC,USDC,4378,24002620159.11611,24016324202.3038,5485683.920124212
2023-07-03 00:00:00.000 UTC,USDT,3913,12928164286.61544,12940102176.08804,3306951.7444641045
2023-07-10 00:00:00.000 UTC,ETH,5827,7052953.906668804,13586331141.161957,2331616.80816234
2023-07-10 00:00:00.000 UTC,USDC,5260,30294359525.186623,30302201922.0605,5760874.890125571
2023-07-10 00:00:00.000 UTC,USDT,4632,15466556853.58441,15477983764.009212,3341533.627808552
2023-07-17 00:00:00.000 UTC,ETH,5046,6666144.619934456,12669584768.210272,2510817.433256098
2023-07-17 00:00:00.000 UTC,USDC,4282,30599629738.0957,30613189033.145306,7149273.478081576
2023-07-17 00:00:00.000 UTC,USDT,3673,13554614547.85592,13565349261.898785,3693261.438033974
2023-07-24 00:00:00.000 UTC,ETH,4508,6283841.019941587,11725181272.151522,2600971.8882323694
2023-07-24 00:00:00.000 UTC,USDC,3998,22728525989.714024,22735671984.821823,5686761.376893903
2023-07-24 00:00:00.000 UTC,USDT,4006,12923556887.6401,12928748936.375277,3227346.2147716614
2023-07-31 00:00:00.000 UTC,ETH,5542,6597988.907375866,12177778027.578815,2197361.607285965
2023-07-31 00:00:00.000 UTC,USDC,5333,32446109671.11975,32456219203.435665,6085921.470736108
2023-07-31 00:00:00.000 UTC,USDT,5178,19788718293.0576,19787945101.69327,3821542.120836862
2023-08-07 00:00:00.000 UTC,ETH,4250,5399111.820758583,9968648153.761671,2345564.271473334
2023-08-07 00:00:00.000 UTC,USDC,4928,28468654066.23184,28489196623.231243,5781086.977116729
2023-08-07 00:00:00.000 UTC,USDT,4291,14831579935.179008,14828851001.529257,3455803.076562399
2023-08-14 00:00:00.000 UTC,ETH,5737,7788647.180117942,13527976960.34385,2358022.8273215704
2023-08-14 00:00:00.000 UTC,USDC,5727,33658754601.215107,33687752295.800537,5882268.604120925
2023-08-14 00:00:00.000 UTC,USDT,5240,18014907993.265957,18014589548.132267,3437898.7687275317
2023-08-21 00:00:00.000 UTC,ETH,4778,6356312.075592592,10531050253.931034,2204070.7940416564
2023-08-21 00:00:00.000 UTC,USDC,4574,23759358897.893826,23775245063.556507,5197911.032697094
2023-08-21 00:00:00.000 UTC,USDT,4104,12337601853.687565,12344326731.892887,3007876.883989495
2023-08-28 00:00:00.000 UTC,ETH,5151,6215040.830258635,10379482048.012278,2015042.1370631484
2023-08-28 00:00:00.000 UTC,USDC,4663,26596622335.1368,26604961506.88965,5705546.1091335295
2023-08-28 00:00:00.000 UTC,USDT,4296,12287726635.63587,12290264903.616226,2860862.4077318963
2023-09-04 00:00:00.000 UTC,ETH,3891,5669875.718242931,9252450394.923067,2377910.6643338646
2023-09-04 00:00:00.000 UTC,USDC,3723,20400613973.939938,20406441382.671623,5481182.2139864685
2023-09-04 00:00:00.000 UTC,USDT,3548,10962000635.244974,10963603518.24984,3090079.9093150618
2023-09-11 00:00:00.000 UTC,ETH,4861,9638790.372545063,15409517845.135977,3170030.414551733
2023-09-11 00:00:00.000 UTC,USDC,4821,23227849669.188633,23234008798.610096,4819333.913837398
2023-09-11 00:00:00.000 UTC,USDT,4362,12233748475.151138,12238198415.9449,2805639.251706763
2023-09-18 00:00:00.000 UTC,ETH,3777,4841206.04732306,7843860981.571203,2076743.7070614784
2023-09-18 00:00:00.000 UTC,USDC,4238,22388030300.844913,22393013892.46723,5283863.589539224
2023-09-18 00:00:00.000 UTC,USDT,4251,11532904694.915598,11539060649.148706,2714434.4034694675
2023-09-25 00:00:00.000 UTC,ETH,4524,5674323.713853215,9314244284.566992,2058851.5217875752
2023-09-25 00:00:00.000 UTC,USDC,5271,28131753383.382843,28139413455.4649,5338534.140668735
2023-09-25 00:00:00.000 UTC,USDT,4582,13940960102.341156,13943263952.27688,3043051.931967892
2023-10-02 00:00:00.000 UTC,ETH,5370,7336864.466573454,12145717010.097012,2261772.2551391083
2023-10-02 00:00:00.000 UTC,USDC,5576,29604805244.18662,29609669247.714275,5310198.932516907
2023-10-02 00:00:00.000 UTC,USDT,4650,15509665311.52483,15518094476.209875,3337224.6185397585
2023-10-09 00:00:00.000 UTC,ETH,4441,6244639.145481307,9794194040.83516,2205402.8463938665
2023-10-09 00:00:00.000 UTC,USDC,4859,22710279325.696743,22719777537.102142,4675813.44661497
2023-10-09 00:00:00.000 UTC,USDT,4494,13029451466.187807,13034540180.769382,2900431.7269179756
2023-10-16 00:00:00.000 UTC,ETH,5147,7218398.203353445,11477707515.110916,2229980.08842256
2023-10-16 00:00:00.000 UTC,USDC,6051,28359424760.45832,28364326752.144627,4687543.670822117
2023-10-16 00:00:00.000 UTC,USDT,5251,15129089125.356358,15136927147.305176,2882675.137555737
2023-10-23 00:00:00.000 UTC,ETH,7590,8905814.52459033,15842374490.384315,2087269.3663220445
2023-10-23 00:00:00.000 UTC,USDC,6549,27274449345.66106,27275937315.68261,4164901.1017991463
2023-10-23 00:00:00.000 UTC,USDT,5339,15215277262.925907,15217428488.435974,2850239.4621532075
2023-10-30 00:00:00.000 UTC,ETH,6841,9159599.265310822,16695749909.139288,2440542.3050927185
2023-10-30 00:00:00.000 UTC,USDC,6235,28592299081.7026,28604114235.483055,4587668.682515326
2023-10-30 00:00:00.000 UTC,USDT,5002,14404642752.012548,14414982880.081717,2881843.838480951
2023-11-06 00:00:00.000 UTC,ETH,9196,12099486.922445249,23983012621.109703,2607983.1036439436
2023-11-06 00:00:00.000 UTC,USDC,6393,27549285011.90116,27563151467.981476,4311458.074140697
2023-11-06 00:00:00.000 UTC,USDT,5654,20006906306.84728,20022885474.51232,3541366.373277736
2023-11-13 00:00:00.000 UTC,ETH,7633,9547223.457559785,19161775104.07838,2510385.8383438205
2023-11-13 00:00:00.000 UTC,USDC,6363,27988757335.648952,28010260243.981583,4402052.529307179
2023-11-13 00:00:00.000 UTC,USDT,6039,17686229788.391598,17705432668.113567,2931848.4298913013
2023-11-20 00:00:00.000 UTC,ETH,6730,8226288.887896729,16828059277.357134,2500454.5731585636
