tx_week,asset,whale_tx_count,total_amount,total_usd_volume,avg_usd_per_tx
2018-12-31 00:00:00.000 UTC,ETH,357,6002680.03619208,925625839.1806842,2592789.465492113
2018-12-31 00:00:00.000 UTC,USDC,44,166078613.92635202,168334637.11190274,3825787.207088698
2019-01-07 00:00:00.000 UTC,ETH,400,6437424.782808472,871106771.817642,2177766.9295441047
2019-01-07 00:00:00.000 UTC,USDC,91,299880452.818008,301845655.3778916,3316985.223932875
2019-01-07 00:00:00.000 UTC,USDT,4,4000000.0009,4068766.5842488976,1017191.6460622244
2019-01-14 00:00:00.000 UTC,ETH,282,4886589.4666784555,593429090.6756289,2104358.477573152
2019-01-14 00:00:00.000 UTC,USDC,288,1408032350.826754,1418257053.5410223,4924503.65812855
2019-01-21 00:00:00.000 UTC,ETH,234,2723763.3441166254,318006376.5570827,1359001.6092183022
2019-01-21 00:00:00.000 UTC,USDC,107,466776238.7316701,470702124.1222861,4399085.272170898
2019-01-21 00:00:00.000 UTC,USDT,1,1000000.0,1007274.2499999998,1007274.2499999998
2019-01-28 00:00:00.000 UTC,ETH,292,3554612.670096526,380084389.71923023,1301658.8689014737
2019-01-28 00:00:00.000 UTC,USDC,198,650086713.389108,657529332.3621498,3320855.2139502517
2019-01-28 00:00:00.000 UTC,USDT,6,6000000.0,6050552.666666666,1008425.4444444444
2019-02-04 00:00:00.000 UTC,ETH,213,2522251.5094024944,274799302.38165826,1290137.56986694
2019-02-04 00:00:00.000 UTC,USDC,36,221756680.12055397,223653098.360529,6212586.06557025
2019-02-11 00:00:00.000 UTC,ETH,258,2909877.6131400377,356541064.1250964,1381942.1090120014
2019-02-11 00:00:00.000 UTC,USDC,141,430034773.21766096,434877827.27857935,3084239.9097771584
2019-02-11 00:00:00.000 UTC,USDT,1,999999.0,1000566.5827657497,1000566.5827657497
2019-02-18 00:00:00.000 UTC,ETH,459,5409258.415515246,796009071.293058,1734224.5561940265
2019-02-18 00:00:00.000 UTC,USDC,55,171408700.487656,173173410.08110183,3148607.4560200335
2019-02-18 00:00:00.000 UTC,USDT,7,83999599.9919,84398636.23616044,12056948.033737209
2019-02-25 00:00:00.000 UTC,ETH,379,4932187.3739989335,679218926.957994,1792134.3719208285
2019-02-25 00:00:00.000 UTC,USDC,23,37951916.261857,38504974.3047212,1674129.3175965738
2019-02-25 00:00:00.000 UTC,USDT,2,3997600.0,4039323.6174666663,2019661.8087333336
2019-03-04 00:00:00.000 UTC,ETH,333,3949038.299425591,534152666.5455032,1604062.061698208
2019-03-04 00:00:00.000 UTC,USDC,21,93454371.531163,94586542.10165092,4504121.052459568
2019-03-04 00:00:00.000 UTC,USDT,2,6386141.9973,6451873.49252121,3225936.746260605
2019-03-11 00:00:00.000 UTC,ETH,312,3636614.7239420414,496612256.06638986,1591705.9489307366
2019-03-11 00:00:00.000 UTC,USDC,14,36797650.89,37426978.338490725,2673355.5956064803
2019-03-11 00:00:00.000 UTC,USDT,4,4195800.0,4228284.699449999,1057071.1748624998
2019-03-18 00:00:00.000 UTC,ETH,412,4874062.399734745,676244383.5433683,1641369.8629693403
2019-03-18 00:00:00.000 UTC,USDC,29,85954479.289526,86873601.08257392,2995641.41664048
2019-03-18 00:00:00.000 UTC,USDT,15,18463734.9605,18661551.26659208,1244103.4177728056
2019-03-25 00:00:00.000 UTC,ETH,360,4087924.299665813,570587571.6252925,1584965.4767369237
2019-03-25 00:00:00.000 UTC,USDC,23,49089143.837004,49707021.951659955,2161174.8674634765
2019-03-25 00:00:00.000 UTC,USDT,9,10599999.9892,10669130.50579126,1185458.9450879178
2019-04-01 00:00:00.000 UTC,ETH,753,5898621.661779035,952609949.6432506,1265086.2545063088
